Title ,QuestionEN,QuestionFR,AnswerEN,AnswerFR,KeywordsEN,KeywordsFR,Enter Type,Enter Type FR,Number,ID
How do I add an evaluation to a class? (For administrators – job aid),,Comment puis-je ajouter une évaluation à une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Ajouter%20une%20évaluation%20à%20une%20classe%20–%20(Administrator)%20Add%20an%20Evaluation%20to%20a%20Class_EN.docx?d=w0cbaafc90c8b465c8efd758a04e4e755&amp;csf=1&amp;web=1&amp;e=o0tiht"">(Administrator) Add an Evaluation to a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Ajouter%20une%20évaluation%20à%20une%20classe%20–%20(Administrator)%20Add%20an%20Evaluation%20to%20a%20Class_FR.docx?d=wc3fb8c0896ec4f86b85bb67002211194&amp;csf=1&amp;web=1&amp;e=9Yljax"">(Administrateur) Ajouter une évaluation à une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, activities tab, standard course evaluation, general, attach, survey, publish, course, exam, test examination","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, onglet activités, activites, évaluation de cours standard, evaluation, général",Admin,,70,101
How do I add attachments to a class? (For administrators – job aid),,Comment puis-je ajouter des fichiers joints à une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Ajouter%20des%20fichiers%20joints%20à%20une%20classe%20–%20(Administrator)%20Add%20Attachments%20to%20a%20Class_EN.docx?d=w49f0f085b9014f538b06a675dcc59a9c&amp;csf=1&amp;web=1&amp;e=idyEN0"">(Administrator) Add Attachments to a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Ajouter%20des%20fichiers%20joints%20à%20une%20classe%20–%20(Administrator)%20Add%20Attachments%20to%20a%20Class_FR.docx?d=w792595252e2e4c5cab4f8a2292fbedc8&amp;csf=1&amp;web=1&amp;e=PkiQVs"">(Administrateur) Ajouter des fichiers joints à une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, related info tab, resource, resources, document, content, reading material, download, save, course, URL, file, upload","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice  onglet infos relatives, annexes, attachement, attaché, attache",Admin,,71,102
How do I create a blended class? (For administrators – job aid),,Comment puis-je créer une classe mixte? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20mixte%20–%20(Administrator)%20Create%20a%20Blended%20Class_EN.docx?d=w0f764dc3654c44b1bfe2fe73b05a0784&amp;csf=1&amp;web=1&amp;e=eD19VI"">(Administrator) Create a Blended Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20mixte%20–%20(Administrator)%20Create%20a%20Blended%20Class_FR.docx?d=w1d239254115d4a6e85fde00bfe63e1ae&amp;csf=1&amp;web=1&amp;e=MPJS3p"">(Administrateur) Créer une classe mixte</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, course, creation, guide, guidelines, procedure, steps, delivery type, mixed, sessions, session, resource, virtual, web based, instructor-led","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, cours, administratrice, création, creation, creer, guide, lignes directrices",Admin,,72,103
How do I create a virtual class? (For administrators – job aid),,Comment puis-je créer une classe virtuelle? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20virtuelle%20–%20(Administrator)%20Create%20a%20Virtual%20Class_EN.docx?d=wf8b094ae693044f385a1ec940af71696&amp;csf=1&amp;web=1&amp;e=gPpPXX"">(Administrator) Create a Virtual Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20virtuelle%20–%20(Administrator)%20Create%20a%20Virtual%20Class_FR.docx?d=wd51622970b124e4f991385234739709f&amp;csf=1&amp;web=1&amp;e=y3pOkX"">(Administrateur) Créer une classe virtuelle</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, course, creation, guide, guidelines, procedure, steps, delivery type, scheduling details, session template, reunion, teams, Webex, Non Integrated VLE Provider","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, cours, administratrice, création, creation, creer, guide, lignes directrices",Admin,,73,104
How do I create a Web-based class? (For administrators – job aid),,Comment puis-je créer une classe sur le Web? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20sur%20le%20Web%20–%20(Administrator)%20Create%20a%20Web-Based%20Class_EN.docx?d=w324b2c12cb654440a285b0a80dd8c984&amp;csf=1&amp;web=1&amp;e=xoVM8h"">(Administrator) Create a Web-Based Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20sur%20le%20Web%20–%20(Administrator)%20Create%20a%20Web-Based%20Class_FR.docx?d=we6d83e8aaa05406a9fd214a07418b62b&amp;csf=1&amp;web=1&amp;e=Zv5JrK"">(Administrateur) Créer une classe sur le Web</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, creation, guide, guidelines, procedure, steps, delivery type, content, SCORM, online, activity sequencing, course","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice, création, creation, creer, guide, lignes directrices",Admin,,74,105
How do I create an instructor-led class? (For administrators – job aid),,Comment puis-je créer une classe tutorée? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20tutorée%20–%20(Administrator)%20Create%20an%20Instructor-Led%20Class_EN.docx?d=wca4d6f64c6ab433f8f1da90f815d7c64&amp;csf=1&amp;web=1&amp;e=gnyjdt"">(Administrator) Create an Instructor-Led Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Créer%20une%20classe%20tutorée%20–%20(Administrator)%20Create%20an%20Instructor-Led%20Class_FR.docx?d=wf733dc027470421aa14d936b1bf0c141&amp;csf=1&amp;web=1&amp;e=iP5Yif"">(Administrateur) Créer une classe tutorée</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, creation, guide, guidelines, procedure, steps, delivery type, in person, classroom, instructor, course","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice, création, creation, creer, guide, lignes directrices, procédur",Admin,,75,106
How do I attach content to a Web-based or blended class? (For administrators – job aid),,Comment puis-je joindre du contenu à une classe sur le Web ou mixte? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Joindre%20du%20contenu%20à%20un%20cours%20sur%20le%20Web%20ou%20mixte%20–%20(Administrator)%20Attach%20Content%20to%20a%20Web%20Based%20or%20Blended%20Class_EN.docx?d=w3623ca9646c049eab95ce5c97497d210&amp;csf=1&amp;web=1&amp;e=JoYDNN"">(Administrator) Attach Content to a Web Based or Blended Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Création%20des%20classes%20-%20Class%20Creation/(Administrateur)%20Joindre%20du%20contenu%20à%20un%20cours%20sur%20le%20Web%20ou%20mixte%20–%20(Administrator)%20Attach%20Content%20to%20a%20Web%20Based%20or%20Blended%20Class_FR.docx?d=wd4700409f8d841d1990d4490736b385c&amp;csf=1&amp;web=1&amp;e=s9YRfN"">(Administrateur) Joindre du contenu à une classe sur le Web ou mixte</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, register, registration, registrar desktop, sign up, learners, course, list, students, student, pupil, pupils, add to plan","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice, enregistrer, inscrire, s’inscrire, inscription",Admin,,76,107
How do I add a learner to a class through the roster? (For administrators – job aid),,Comment puis-je ajouter un apprenant à une classe à partir de la liste des inscrits? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Ajouter%20un%20apprenant%20à%20une%20classe%20à%20partir%20de%20la%20liste%20des%20inscrits%20–%20(Administrator)%20Add%20a%20Learner%20to%20a%20Class%20Through%20the%20Roster_EN.docx?d=w73d781591d90458c9cf0a387dbed1a57&amp;csf=1&amp;web=1&amp;e=0f4u1A"">(Administrator) Add a Learner to a Class Through the Roster</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Ajouter%20un%20apprenant%20à%20une%20classe%20à%20partir%20de%20la%20liste%20des%20inscrits%20–%20(Administrator)%20Add%20a%20Learner%20to%20a%20Class%20Through%20the%20Roster_FR.docx?d=w6816ede7a56c40ce9dae90ad16c1490a&amp;csf=1&amp;web=1&amp;e=0XL9Ka"">(Administrateur) Ajouter un apprenant à une classe à partir de la liste des inscrits</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, register, registration, registrar desktop, sign up, learners, course, list, students, student, pupil, pupils, add to plan","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice, enregistrer, inscrire, s’inscrire, inscription",Admin,,77,108
How do I assign a learning activity to a learner using the registrar desktop? (For administrators – job aid),,Comment puis-je affecter un événement de formation à un apprenant à partir du bureau du chargé d’inscription? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Affecter%20un%20événement%20de%20formation%20à%20un%20apprenant%20du%20bureau%20du%20chargé%20d’inscription%20–%20(Administrator)%20Assign%20a%20Learning%20Activity%20to%20a%20Learner%20Registrar%20Desktop_EN.docx?d=w542a703784ef4d8e820184ae6e703467&amp;csf=1&amp;web=1&amp;e=Hp7kgr"">(Administrator) Assign a Learning Activity to a Learner using the Registrar Desktop</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Affecter%20un%20événement%20de%20formation%20à%20un%20apprenant%20du%20bureau%20du%20chargé%20d’inscription%20–%20(Administrator)%20Assign%20a%20Learning%20Activity%20to%20a%20Learner%20Registrar%20Desktop_FR.docx?d=we9a2ac2e7ae842c5b1eb463092fd8188&amp;csf=1&amp;web=1&amp;e=qhsqc0"">(Administrateur) Affecter un événement de formation à un apprenant à partir du bureau du chargé d’inscription</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, register, registration, registrar desktop, sign up, learners, course, list, students, pupils, student, pupil, add to plan","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, administratrice, enregistrer, inscrire, s’inscrire, inscription",Admin,,78,109
How do I cancel a class? (For administrators – job aid),,Comment puis-je annuler une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Annuler%20une%20classe%20–%20(Administrator)%20Cancel%20a%20Class_EN.docx?d=w0d48bc76f72c4bc7b5f069eee63c5504&amp;csf=1&amp;web=1&amp;e=0SeH7b"">(Administrator) Cancel a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Annuler%20une%20classe%20–%20(Administrator)%20Cancel%20a%20Class_FR.docx?d=w6d84aa8e62e74fdaa844a4fccc0cd4df&amp;csf=1&amp;web=1&amp;e=piy2vG"">(Administrateur) Annuler une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, course, close, cannot offer","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire, administratrice, cours, fermer, canceller, ne peut pas offrir",Admin,,79,110
How do I modify a registration? (For administrators – job aid),,Comment puis-je modifier une inscription? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Modifier%20une%20inscription%20–%20(Administrator)%20Modify%20a%20Registration_EN.docx?d=w974ab49c7aae42e282c9683da3fac31b&amp;csf=1&amp;web=1&amp;e=zQRKwP"">(Administrator) Modify a Registration</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Modifier%20une%20inscription%20–%20(Administrator)%20Modify%20a%20Registration_FR.docx?d=w80c2f70f6999406ca2a3a9791e25425c&amp;csf=1&amp;web=1&amp;e=wAnOJD"">(Administrateur) Modifier une inscription</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, learner, student, students, pupil, pupils, order, change, replace, reschedule, switch, drop, transfer, cancel","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire, administratrice, apprenant, élève, élèves, eleve, eleves, commande, changer",Admin,,80,111
How do I record a learner’s status in a class? (For administrators – job aid),,Comment puis-je enregistrer le statut d’apprenants dans une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Enregistrer%20le%20statut%20d%27apprenants%20dans%20une%20classe%20–%20(Administrator)%20Record%20Learner%20Status%20in%20a%20Class_EN.docx?d=w2277e86528cd448385012246ba42756c&amp;csf=1&amp;web=1&amp;e=wFyOL1"">(Administrator) Record Learner Status in a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Enregistrer%20le%20statut%20d%27apprenants%20dans%20une%20classe%20–%20(Administrator)%20Record%20Learner%20Status%20in%20a%20Class_FR.docx?d=w529c002e69844a8b87262f87225cab7b&amp;csf=1&amp;web=1&amp;e=DSrfH5"">(Administrateur) Enregistrer le statut d'apprenants dans une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, learners, students, student, pupil, pupils, update, change, mark complete, unsuccessful, successful, close class, completion, attendance, roster, list, score, grade, passed, course","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire, administratrice, élève, élèves, eleve, eleves, mettre à jour, mise à jour",Admin,,81,112
How do I close a class? (For administrators – job aid),,Comment puis-je reporter une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Fermer%20une%20classe%20–%20(Administrator)%20Close%20a%20Class_EN.docx?d=wde25c94722fa4aaba879561fa1613694&amp;csf=1&amp;web=1&amp;e=N2IBn4"">(Administrator) Close a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Fermer%20une%20classe%20–%20(Administrator)%20Close%20a%20Class_FR.docx?d=w956d0fddf6634ff89ee6bfa9f210eb13&amp;csf=1&amp;web=1&amp;e=otqDBv"">(Administrateur) Fermer une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, grant credit, course, mark delivered, update status","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, Accorder crédit, credit, Accordé, accorde, cours, marquer comme livré, livrer, ",Admin,,82,113
How do I reschedule a class? (For administrators – job aid),,Comment puis-je reporter une classe? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Reporter%20une%20classe%20–%20(Administrator)%20Reschedule%20a%20Class_EN.docx?d=w3a5d540cb7204f05bb442ceec7257511&amp;csf=1&amp;web=1&amp;e=6aiwmM"">(Administrator) Reschedule a Class</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Reporter%20une%20classe%20–%20(Administrator)%20Reschedule%20a%20Class_FR.docx?d=wb7cab8ac8eae41449a5ccc7f896f2a7b&amp;csf=1&amp;web=1&amp;e=N3BY6C"">(Administrateur) Reporter une classe</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, course, new date, day, change date, modify, session, template, calendar","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, cours, nouvelle date, jour, journée, journée, changer, changé, change, modifier",Admin,,83,114
How do I search for a class and find its roster? (For administrators – job aid),,Comment puis-je chercher une classe et trouver une liste des inscrits? (Pour administrateurs – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Chercher%20une%20classe%20et%20trouver%20une%20liste%20des%20inscrits%20–%20(Administrator)%20Search%20for%20a%20Class%20and%20Find%20its%20Roster_EN.docx?d=wafabd4a839ee4c01960ea98a476ff6df&amp;csf=1&amp;web=1&amp;e=KaiuE4"">(Administrator) Search for a Class and Find its Roster</a>” job aid. Please consult it to discover all the steps of the procedure!</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Administrateur%20-%20Administrator/Administration%20des%20classes%20-%20Class%20Administration/(Administrateur)%20Chercher%20une%20classe%20et%20trouver%20une%20liste%20des%20inscrits%20–%20(Administrator)%20Search%20for%20a%20Class%20and%20Find%20its%20Roster_FR.docx?d=w094a91d8359640e5adc57ece6591fea7&amp;csf=1&amp;web=1&amp;e=nk5qx0"">(Administrateur) Chercher une classe et trouver une liste des inscrits</a> ». N’hésitez pas à le consulter pour découvrir toutes les étapes de la procédure!</p>","job aid, job aids, tool, tools, work tool, work tools, course, virtual, web based, web-based, blended, instructor-led, instructor led, list, learners, learner, students, student, pupil, pupils","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire, cours, administratrice, mixte, mix, blended, virtuelle, virtuel, sur le web",Admin,,84,115
